"","day","temperature","direction","count"
"506",2018-04-20,42,"Towards Brooklyn",11458
"507",2018-04-21,48.9166666666667,"Towards Brooklyn",15913
"508",2018-04-22,52.7083333333333,"Towards Brooklyn",13942
"509",2018-04-23,51.7083333333333,"Towards Brooklyn",10231
"510",2018-04-24,53.125,"Towards Brooklyn",9499
"511",2018-04-25,54.4166666666667,"Towards Brooklyn",2316
"512",2018-04-26,59.3333333333333,"Towards Brooklyn",13255
"513",2018-04-27,53.3333333333333,"Towards Brooklyn",5189
"514",2018-04-28,55.0833333333333,"Towards Brooklyn",17945
"515",2018-04-29,51.6666666666667,"Towards Brooklyn",14198
"516",2018-04-30,47.4583333333333,"Towards Brooklyn",5880
"517",2018-05-01,62.3333333333333,"Towards Brooklyn",13517
"518",2018-05-02,75,"Towards Brooklyn",11158
"519",2018-05-03,77.2083333333333,"Towards Brooklyn",10301
"520",2018-05-04,73.9166666666667,"Towards Brooklyn",11696
"521",2018-05-05,66.9583333333333,"Towards Brooklyn",16628
"522",2018-05-06,60.8333333333333,"Towards Brooklyn",10551
"523",2018-05-07,62.125,"Towards Brooklyn",12206
"524",2018-05-08,59.25,"Towards Brooklyn",11678
"525",2018-05-09,60.4583333333333,"Towards Brooklyn",10565
"526",2018-05-10,58.5833333333333,"Towards Brooklyn",9610
"527",2018-05-11,64.5416666666667,"Towards Brooklyn",14154
"528",2018-05-12,56.5833333333333,"Towards Brooklyn",8932
"529",2018-05-13,NA,"Towards Brooklyn",6309
"530",2018-05-14,57.9583333333333,"Towards Brooklyn",12637
"531",2018-05-15,68.4166666666667,"Towards Brooklyn",7788
"532",2018-05-16,60.5,"Towards Brooklyn",4078
"533",2018-05-17,61.25,"Towards Brooklyn",9385
"534",2018-05-18,61.125,"Towards Brooklyn",12723
"535",2018-05-19,53.7083333333333,"Towards Brooklyn",4508
"536",2018-05-20,69.0416666666667,"Towards Brooklyn",16935
"537",2018-05-21,66.2083333333333,"Towards Brooklyn",14695
"538",2018-05-22,60.5,"Towards Brooklyn",5067
"539",2018-05-23,68,"Towards Brooklyn",11774
"540",2018-05-24,71.9166666666667,"Towards Brooklyn",12442
"541",2018-05-25,74.25,"Towards Brooklyn",13775
"542",2018-05-26,78,"Towards Brooklyn",16790
"543",2018-05-27,63.625,"Towards Brooklyn",8474
"544",2018-05-28,59.875,"Towards Brooklyn",17001
"545",2018-05-29,73.0833333333333,"Towards Brooklyn",10927
"546",2018-05-30,66.0833333333333,"Towards Brooklyn",10616
"547",2018-05-31,64.5,"Towards Brooklyn",6117
"548",2018-06-01,70.1666666666667,"Towards Brooklyn",10837
"549",2018-06-02,76.2083333333333,"Towards Brooklyn",14709
"550",2018-06-03,60.8333333333333,"Towards Brooklyn",11859
"551",2018-06-04,59.5416666666667,"Towards Brooklyn",9186
"552",2018-06-05,65.7916666666667,"Towards Brooklyn",10275
"553",2018-06-06,62.5,"Towards Brooklyn",9671
"554",2018-06-07,63.0416666666667,"Towards Brooklyn",10799
"555",2018-06-08,69.7916666666667,"Towards Brooklyn",11624
"556",2018-06-09,72.1666666666667,"Towards Brooklyn",15521
"557",2018-06-10,66.625,"Towards Brooklyn",10141
"558",2018-06-11,62.4583333333333,"Towards Brooklyn",11918
"559",2018-06-12,63.9166666666667,"Towards Brooklyn",11281
"560",2018-06-13,68.6666666666667,"Towards Brooklyn",6483
"561",2018-06-14,75.2083333333333,"Towards Brooklyn",11584
"562",2018-06-15,68.875,"Towards Brooklyn",8621
"563",2018-06-16,72.0416666666667,"Towards Brooklyn",15661
"564",2018-06-17,75.7916666666667,"Towards Brooklyn",12279
"565",2018-06-18,78.5416666666667,"Towards Brooklyn",7989
"566",2018-06-19,79.7916666666667,"Towards Brooklyn",9195
"567",2018-06-20,73.7916666666667,"Towards Brooklyn",9563
"568",2018-06-21,73.4583333333333,"Towards Brooklyn",9402
"569",2018-06-22,68.75,"Towards Brooklyn",11774
"570",2018-06-23,64.4166666666667,"Towards Brooklyn",12378
"571",2018-06-24,73.125,"Towards Brooklyn",13431
"572",2018-06-25,73.6666666666667,"Towards Brooklyn",11775
"573",2018-06-26,69.2916666666667,"Towards Brooklyn",11465
"574",2018-06-27,68.6666666666667,"Towards Brooklyn",9438
"575",2018-06-28,74.4583333333333,"Towards Brooklyn",7133
"576",2018-06-29,79.9166666666667,"Towards Brooklyn",11258
"577",2018-06-30,82,"Towards Brooklyn",11563
"578",2018-07-01,84.5,"Towards Brooklyn",10185
"579",2018-07-02,83.2916666666667,"Towards Brooklyn",10059
"580",2018-07-03,80.0416666666667,"Towards Brooklyn",9591
"581",2018-07-04,78.9583333333333,"Towards Brooklyn",6737
"582",2018-07-05,80.3333333333333,"Towards Brooklyn",12974
"583",2018-07-06,77.2916666666667,"Towards Brooklyn",10205
"584",2018-07-07,68.875,"Towards Brooklyn",19408
"585",2018-07-08,71,"Towards Brooklyn",15590
"586",2018-07-09,74.875,"Towards Brooklyn",10823
"587",2018-07-10,80.2083333333333,"Towards Brooklyn",8904
"588",2018-07-11,78.5,"Towards Brooklyn",9948
"589",2018-07-12,75.0416666666667,"Towards Brooklyn",11173
"590",2018-07-13,74.9166666666667,"Towards Brooklyn",94
"591",2018-07-14,78.7083333333333,"Towards Brooklyn",15968
"592",2018-07-15,75.125,"Towards Brooklyn",12576
"593",2018-07-16,80.7083333333333,"Towards Brooklyn",10501
"594",2018-07-17,77.1666666666667,"Towards Brooklyn",5728
"595",2018-07-18,75.9583333333333,"Towards Brooklyn",12669
"596",2018-07-19,72.9583333333333,"Towards Brooklyn",12718
"597",2018-07-20,73.375,"Towards Brooklyn",14350
"598",2018-07-21,70.7083333333333,"Towards Brooklyn",15706
"599",2018-07-22,74.5833333333333,"Towards Brooklyn",13114
"600",2018-07-23,76.6666666666667,"Towards Brooklyn",9831
"601",2018-07-24,78.125,"Towards Brooklyn",12095
"602",2018-07-25,75.3333333333333,"Towards Brooklyn",7553
"603",2018-07-26,77.6666666666667,"Towards Brooklyn",12539
"604",2018-07-27,76.75,"Towards Brooklyn",9149
"605",2018-07-28,76.2083333333333,"Towards Brooklyn",18702
"606",2018-07-29,75.375,"Towards Brooklyn",16765
"607",2018-07-30,73.5833333333333,"Towards Brooklyn",12927
"608",2018-07-31,73.6666666666667,"Towards Brooklyn",12366
